Trajectories
100
,,sano:Uln,,,sano:MPH3,,,sano:Rad,,,sano:PIP3,,,sano:DIP3,,,sano:DIP4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
115,0,-82.291573,152.699417,-0.085339,-30.246637,78.175102,54.886784,-123.626083,86.014320,3.813585,11.542094,35.243816,49.366909,29.409058,7.487721,32.791424,40.033947,33.301945,28.943111
116,0,-82.291977,152.699600,-0.084624,-30.226963,78.174431,54.877460,-123.624046,86.014862,3.812774,11.543261,35.243542,49.366947,29.431004,7.486859,32.798103,40.040318,33.272972,28.964245
117,0,-82.282837,152.752258,-0.076478,-30.264984,78.210808,54.875206,-123.655823,86.138222,3.785543,11.528397,35.239017,49.349888,29.424902,7.485309,32.787601,39.976986,33.298717,28.937275
118,0,-82.295349,152.753693,-0.047478,-30.254614,78.207008,54.866249,-123.655296,86.138359,3.785340,11.529361,35.271561,49.344887,29.380186,7.517364,32.776024,39.977654,33.303230,28.936697
119,0,-82.295570,152.753571,-0.048495,-30.250092,78.208664,54.892303,-123.635368,86.219749,3.843064,11.519551,35.289215,49.351906,29.376490,7.525769,32.774052,39.954472,33.329700,28.929710
120,0,-82.293709,152.790161,-0.056759,-30.275246,78.270790,54.880608,-123.640167,86.209419,3.810304,11.516345,35.294853,49.344925,29.356663,7.525803,32.775330,39.960823,33.329456,28.935417
121,0,-82.274940,152.804031,-0.066722,-30.256285,78.269890,54.855053,-123.625069,86.256699,3.797334,11.538411,35.290745,49.333675,29.368793,7.531535,32.753914,39.981941,33.324974,28.931410
122,0,-82.274170,152.825363,-0.098298,-30.256113,78.273224,54.849403,-123.626282,86.252800,3.798909,11.515141,35.320644,49.325844,29.363560,7.544661,32.776302,39.966064,33.326859,28.935820
123,0,-82.268082,152.818039,-0.110844,-30.239182,78.272911,54.848186,-123.627098,86.241592,3.764919,11.518552,35.320190,49.327541,29.359964,7.566193,32.770592,39.942841,33.337303,28.928640
124,0,-82.210205,152.841171,-0.169896,-30.231256,78.289764,54.824341,-123.624763,86.247780,3.762563,11.517488,35.320263,49.327206,29.359955,7.552377,32.760284,39.966633,33.343662,28.934134
125,0,-82.205391,152.834274,-0.184000,-30.263445,78.297653,54.816166,-123.607773,86.282608,3.715675,11.502118,35.323078,49.327206,29.346500,7.564378,32.748177,39.989204,33.347073,28.946941
126,0,-82.208130,152.821472,-0.206810,-30.243542,78.270096,54.781422,-123.576653,86.147552,3.709356,11.535307,35.297546,49.325375,29.433874,7.499382,32.805340,39.996498,33.327389,28.944693
127,0,-82.185753,152.838745,-0.230885,-30.191511,78.270012,54.789890,-123.558098,86.209824,3.653721,11.537098,35.284004,49.342731,29.389494,7.524940,32.777130,40.046028,33.299454,28.957798
128,0,-82.194466,152.810913,-0.274539,-30.247662,78.283623,54.789124,-123.547234,86.207306,3.582824,11.542233,35.294975,49.330990,29.415756,7.527281,32.765385,40.018440,33.318615,28.945576
129,0,-82.178185,152.800934,-0.249292,-30.239346,78.277031,54.758163,-123.546631,86.209267,3.582081,11.536163,35.295807,49.329178,29.429525,7.514235,32.790382,40.037239,33.331074,28.934883
130,0,-82.156807,152.801849,-0.307220,-30.198051,78.305534,54.780003,-123.518784,86.334824,3.553786,11.540638,35.299000,49.327648,29.413233,7.544889,32.783436,40.021164,33.337685,28.938181
